created_at,field1,field2
1991-02-20 00:00:00,0.87,0.44
1991-02-24 00:00:00,1.29,0.41
1991-02-25 00:00:00,0.65,0.41
1991-02-26 00:00:00,1.94,0.41
1991-02-27 00:00:00,1.96,0.45
1991-03-02 00:00:00,0.5,0.4
1991-03-08 00:00:00,0.18,0.34
1991-03-28 00:00:00,0.18,0.27
1991-03-29 00:00:00,0.35,0.27
1991-04-30 00:00:00,3.0,0.31
1991-04-01 00:00:00,2.92,0.39
1991-04-03 00:00:00,0.1,0.38
1991-04-04 00:00:00,1.36,0.38
1991-04-08 00:00:00,1.18,0.35
1991-04-12 00:00:00,0.12,0.32
1991-04-13 00:00:00,0.57,0.32
1991-04-14 00:00:00,0.08,0.32
1991-04-15 00:00:00,0.19,0.31
1991-04-17 00:00:00,0.74,0.3
1991-04-18 00:00:00,2.73,0.36
1991-04-20 00:00:00,0.14,0.35
1991-04-21 00:00:00,1.16,0.36
1991-04-22 00:00:00,0.05,0.37
1991-04-23 00:00:00,0.29,0.35
1991-04-24 00:00:00,2.14,0.39
1991-04-25 00:00:00,0.16,0.41
1991-04-28 00:00:00,0.51,0.37
1991-04-29 00:00:00,10.75,0.48
1991-05-29 00:00:00,12.73,0.66
1991-05-30 00:00:00,4.98,0.61
1991-05-03 00:00:00,1.92,0.53
1991-05-05 00:00:00,0.9,0.5
1991-05-06 00:00:00,9.23,0.58
1991-05-07 00:00:00,4.81,0.61
1991-05-08 00:00:00,2.89,0.58
1991-05-09 00:00:00,11.47,0.63
1991-05-10 00:00:00,11.54,0.66
1991-05-11 00:00:00,10.16,0.67
1991-05-12 00:00:00,14.11,0.7
1991-05-13 00:00:00,9.6,0.66
1991-05-14 00:00:00,16.45,0.74
1991-05-15 00:00:00,22.63,0.75
1991-05-16 00:00:00,9.8,0.73
1991-05-17 00:00:00,2.8,0.67
1991-05-18 00:00:00,9.69,0.69
1991-05-19 00:00:00,10.12,0.71
1991-05-20 00:00:00,4.95,0.69
1991-05-21 00:00:00,13.07,0.73
1991-05-22 00:00:00,8.58,0.72
1991-05-23 00:00:00,5.88,0.7
1991-05-24 00:00:00,11.87,0.73
1991-05-25 00:00:00,23.32,0.77
1991-05-26 00:00:00,3.45,0.71
1991-05-27 00:00:00,3.27,0.7
1991-05-28 00:00:00,1.38,0.68
1991-06-30 00:00:00,1.39,0.66
1991-07-01 00:00:00,0.91,0.66
1991-06-01 00:00:00,11.58,0.71
1991-06-02 00:00:00,24.21,0.8
1991-06-03 00:00:00,0.87,0.71
1991-06-04 00:00:00,1.6,0.7
1991-06-05 00:00:00,20.22,0.76
1991-06-06 00:00:00,6.93,0.77
1991-06-07 00:00:00,1.15,0.72
1991-06-08 00:00:00,0.84,0.7
1991-06-09 00:00:00,1.48,0.69
1991-06-10 00:00:00,3.31,0.7
1991-06-11 00:00:00,4.12,0.7
1991-06-12 00:00:00,3.09,0.7
1991-06-13 00:00:00,18.09,0.73
1991-06-14 00:00:00,7.22,0.77
1991-06-15 00:00:00,0.12,0.7
1991-06-16 00:00:00,0.39,0.69
1991-06-17 00:00:00,1.96,0.68
1991-06-18 00:00:00,3.62,0.71
1991-06-19 00:00:00,12.38,0.73
1991-06-20 00:00:00,72.23,0.92
1991-06-21 00:00:00,33.71,0.88
1991-06-22 00:00:00,22.02,0.89
1991-06-23 00:00:00,1.48,0.8
1991-06-24 00:00:00,9.09,0.82
1991-06-25 00:00:00,4.12,0.8
1991-06-26 00:00:00,10.71,0.8
1991-06-27 00:00:00,11.8,0.84
1991-06-28 00:00:00,4.65,0.8
1991-07-29 00:00:00,6.49,0.8
1991-07-30 00:00:00,3.39,0.8
1991-07-31 00:00:00,17.67,0.85
1991-07-01 00:00:00,6.13,0.82
1991-07-02 00:00:00,8.96,0.82
1991-07-03 00:00:00,12.06,0.84
1991-07-04 00:00:00,15.89,0.86
1991-07-05 00:00:00,1.18,0.8
1991-07-06 00:00:00,0.53,0.8
1991-07-07 00:00:00,1.78,0.79
1991-07-08 00:00:00,3.58,0.8
1991-07-09 00:00:00,5.09,0.79
1991-07-10 00:00:00,3.71,0.8
1991-07-11 00:00:00,0.75,0.77
1991-07-12 00:00:00,0.25,0.77
1991-07-13 00:00:00,1.04,0.77
1991-07-14 00:00:00,2.04,0.77
1991-07-15 00:00:00,16.74,0.8
1991-07-16 00:00:00,8.86,0.82
1991-07-17 00:00:00,5.9,0.8
1991-07-18 00:00:00,1.36,0.78
1991-07-19 00:00:00,9.42,0.8
1991-07-20 00:00:00,1.94,0.8
1991-07-21 00:00:00,0.64,0.77
1991-07-22 00:00:00,0.1,0.76
1991-07-23 00:00:00,0.89,0.76
1991-07-24 00:00:00,1.13,0.75
1991-07-25 00:00:00,10.75,0.78
1991-07-26 00:00:00,0.05,0.76
1991-07-27 00:00:00,0.57,0.75
1991-07-28 00:00:00,4.11,0.76
1991-08-29 00:00:00,1.04,0.75
1991-08-01 00:00:00,5.71,0.77
1991-08-02 00:00:00,5.31,0.77
1991-08-03 00:00:00,2.13,0.76
1991-08-04 00:00:00,4.16,0.76
1991-08-05 00:00:00,29.7,0.85
1991-08-06 00:00:00,4.98,0.8
1991-08-07 00:00:00,15.97,0.82
1991-08-08 00:00:00,3.61,0.79
1991-08-10 00:00:00,21.11,0.82
1991-08-11 00:00:00,17.42,0.86
1991-08-12 00:00:00,3.15,0.8
1991-08-13 00:00:00,0.62,0.78
1991-08-14 00:00:00,0.48,0.77
1991-08-15 00:00:00,0.52,0.77
1991-08-16 00:00:00,1.67,0.77
1991-08-17 00:00:00,1.71,0.77
1991-08-18 00:00:00,2.74,0.77
1991-08-19 00:00:00,14.94,0.81
1991-08-20 00:00:00,16.25,0.83
1991-08-21 00:00:00,28.8,0.88
1991-08-22 00:00:00,4.18,0.82
1991-08-23 00:00:00,5.21,0.83
1991-08-24 00:00:00,5.24,0.81
1991-08-25 00:00:00,2.7,0.8
1991-08-26 00:00:00,1.33,0.79
1991-08-27 00:00:00,5.15,0.8
1991-08-28 00:00:00,1.55,0.79
1991-08-30 00:00:00,31.28,0.87
1991-09-01 00:00:00,8.48,0.83
1991-09-02 00:00:00,3.11,0.81
1991-09-03 00:00:00,24.92,0.87
1991-09-04 00:00:00,5.69,0.84
1991-09-05 00:00:00,22.38,0.88
1991-09-06 00:00:00,7.96,0.85
1991-09-07 00:00:00,6.16,0.85
1991-09-08 00:00:00,1.3,0.83
1991-09-09 00:00:00,2.11,0.82
1991-09-10 00:00:00,2.47,0.82
1991-09-11 00:00:00,2.14,0.82
1991-09-12 00:00:00,1.18,0.81
1991-09-13 00:00:00,3.81,0.81
1991-09-14 00:00:00,5.54,0.82
1991-09-15 00:00:00,4.92,0.83
1991-09-16 00:00:00,0.13,0.8
1991-09-17 00:00:00,0.59,0.8
1991-09-18 00:00:00,4.98,0.81
1991-09-19 00:00:00,12.22,0.84
1991-09-20 00:00:00,26.15,0.88
1991-09-21 00:00:00,35.14,0.91
1991-09-22 00:00:00,17.08,0.91
1991-09-23 00:00:00,20.49,0.91
1991-09-24 00:00:00,19.29,0.92
1991-09-25 00:00:00,5.56,0.88
1991-09-26 00:00:00,4.26,0.88
1991-09-27 00:00:00,1.72,0.86
1991-09-28 00:00:00,1.93,0.85
1991-09-29 00:00:00,6.56,0.87
1991-09-30 00:00:00,1.73,0.85
1991-10-30 00:00:00,5.92,0.86
1991-10-01 00:00:00,8.73,0.88
1991-10-02 00:00:00,10.72,0.88
1991-10-03 00:00:00,15.64,0.91
1991-10-04 00:00:00,4.15,0.88
1991-10-05 00:00:00,23.96,0.91
1991-10-06 00:00:00,44.24,0.95
1991-10-07 00:00:00,1.69,0.89
1991-10-08 00:00:00,3.49,0.88
1991-10-09 00:00:00,7.79,0.9
1991-10-10 00:00:00,4.95,0.89
1991-10-11 00:00:00,17.67,0.92
1991-10-12 00:00:00,14.24,0.93
1991-10-13 00:00:00,1.12,0.9
1991-10-14 00:00:00,1.45,0.9
1991-10-15 00:00:00,2.11,0.89
1991-10-16 00:00:00,0.27,0.88
1991-10-17 00:00:00,1.47,0.88
1991-10-18 00:00:00,1.57,0.88
1991-10-19 00:00:00,2.46,0.88
1991-10-20 00:00:00,13.82,0.9
1991-10-21 00:00:00,26.49,0.95
1991-10-22 00:00:00,34.14,0.95
1991-10-23 00:00:00,1.26,0.91
1991-10-24 00:00:00,6.07,0.91
1991-10-25 00:00:00,6.16,0.91
1991-10-26 00:00:00,1.13,0.9
1991-10-27 00:00:00,0.0,0.89
1991-10-28 00:00:00,0.46,0.89
1991-10-29 00:00:00,1.84,0.89
1991-10-30 00:00:00,1.66,0.88
1991-12-01 00:00:00,14.27,0.9
1991-11-01 00:00:00,3.78,0.9
1991-11-02 00:00:00,3.08,0.89
1991-11-03 00:00:00,2.43,0.88
1991-11-04 00:00:00,1.08,0.88
1991-11-05 00:00:00,9.52,0.9
1991-11-06 00:00:00,12.7,0.91
1991-11-07 00:00:00,10.34,0.91
1991-11-08 00:00:00,23.45,0.94
1991-11-09 00:00:00,5.7,0.91
1991-11-10 00:00:00,0.16,0.89
1991-11-11 00:00:00,0.65,0.89
1991-11-12 00:00:00,0.1,0.88
1991-11-13 00:00:00,0.18,0.88
1991-11-14 00:00:00,0.35,0.88
1991-11-15 00:00:00,0.11,0.87
1991-11-17 00:00:00,0.01,0.87
1991-11-18 00:00:00,0.04,0.86
1991-11-19 00:00:00,1.03,0.86
1991-11-20 00:00:00,3.23,0.86
1991-11-21 00:00:00,0.41,0.85
1991-11-22 00:00:00,0.39,0.85
1991-11-23 00:00:00,1.75,0.85
1991-11-24 00:00:00,5.71,0.86
1991-11-25 00:00:00,1.96,0.85
1991-11-26 00:00:00,1.16,0.84
1991-11-27 00:00:00,1.38,0.84
1991-11-28 00:00:00,0.64,0.84
1991-11-29 00:00:00,3.05,0.84
1991-12-30 00:00:00,7.56,0.87
1991-12-31 00:00:00,1.77,0.84
1991-12-01 00:00:00,11.0,0.88
1991-12-02 00:00:00,11.54,0.89
1991-12-03 00:00:00,4.41,0.87
1991-12-04 00:00:00,0.36,0.85
1991-12-05 00:00:00,0.18,0.84
1991-12-06 00:00:00,0.12,0.84
1991-12-07 00:00:00,0.05,0.84
1991-12-08 00:00:00,0.75,0.83
1991-12-09 00:00:00,1.29,0.83
1991-12-11 00:00:00,0.36,0.83
1991-12-12 00:00:00,1.25,0.82
1991-12-13 00:00:00,3.63,0.83
1991-12-14 00:00:00,3.48,0.83
1991-12-15 00:00:00,2.52,0.83
1991-12-16 00:00:00,0.63,0.81
1991-12-17 00:00:00,2.87,0.82
1991-12-18 00:00:00,2.99,0.82
1991-12-19 00:00:00,5.7,0.83
1991-12-20 00:00:00,1.97,0.82
1991-12-21 00:00:00,1.57,0.82
1991-12-22 00:00:00,0.06,0.8
1991-12-23 00:00:00,0.07,0.8
1991-12-24 00:00:00,0.01,0.8
1991-12-26 00:00:00,0.08,0.8
1991-12-27 00:00:00,0.75,0.79
1991-12-28 00:00:00,1.19,0.79
1991-12-29 00:00:00,0.44,0.78
1992-01-01 00:00:00,2.38,0.79
1992-01-02 00:00:00,0.48,0.78
1992-01-03 00:00:00,4.14,0.8
1992-01-05 00:00:00,1.54,0.79
1992-01-06 00:00:00,0.0,0.78
1992-01-08 00:00:00,0.03,0.77
1992-01-09 00:00:00,0.16,0.77
1992-01-11 00:00:00,0.16,0.76
1992-01-12 00:00:00,0.01,0.75
1992-01-14 00:00:00,0.05,0.74
1992-01-15 00:00:00,0.46,0.74
1992-01-16 00:00:00,2.63,0.74
1992-01-17 00:00:00,1.88,0.74
1992-01-18 00:00:00,1.16,0.74
1992-01-19 00:00:00,0.58,0.73
1992-01-20 00:00:00,3.67,0.75
1992-01-21 00:00:00,2.29,0.74
1992-01-22 00:00:00,0.07,0.73
1992-01-23 00:00:00,0.47,0.73
1992-01-24 00:00:00,1.94,0.73
1992-01-25 00:00:00,2.25,0.73
1992-01-26 00:00:00,0.05,0.72
1992-01-29 00:00:00,2.71,0.71
1992-01-30 00:00:00,2.18,0.71
1992-01-31 00:00:00,1.34,0.7
1992-02-03 00:00:00,1.63,0.71
1992-02-04 00:00:00,2.04,0.71
1992-02-05 00:00:00,0.03,0.7
1992-02-09 00:00:00,0.22,0.68
1992-02-13 00:00:00,0.32,0.66
1992-02-14 00:00:00,0.23,0.66
1992-02-22 00:00:00,0.25,0.63
1992-02-23 00:00:00,0.39,0.63
1992-02-25 00:00:00,0.04,0.63
1992-02-27 00:00:00,0.17,0.62
1992-03-01 00:00:00,0.32,0.62
1992-03-02 00:00:00,0.6,0.62
1992-03-30 00:00:00,0.98,0.62
1992-03-01 00:00:00,0.73,0.61
1992-03-02 00:00:00,0.09,0.6
1992-03-10 00:00:00,0.03,0.57
1992-03-12 00:00:00,0.94,0.56
1992-03-13 00:00:00,4.86,0.6
1992-03-16 00:00:00,0.14,0.56
1992-03-19 00:00:00,0.44,0.54
1992-03-21 00:00:00,8.27,0.59
1992-03-23 00:00:00,0.03,0.58
1992-03-25 00:00:00,4.11,0.6
1992-03-26 00:00:00,0.55,0.59
1992-03-29 00:00:00,2.74,0.56
1992-03-30 00:00:00,18.82,0.67
1992-04-01 00:00:00,10.02,0.7
1992-04-02 00:00:00,4.43,0.66
1992-04-03 00:00:00,8.7,0.69
1992-04-04 00:00:00,3.65,0.66
1992-04-06 00:00:00,2.91,0.63
1992-04-11 00:00:00,3.07,0.59
1992-04-12 00:00:00,23.09,0.73
1992-04-13 00:00:00,0.37,0.63
1992-04-15 00:00:00,34.11,0.75
1992-04-16 00:00:00,5.65,0.71
1992-04-17 00:00:00,1.67,0.67
1992-04-18 00:00:00,0.09,0.64
1992-04-22 00:00:00,0.63,0.61
1992-04-23 00:00:00,3.28,0.64
1992-04-24 00:00:00,0.46,0.62
1992-04-25 00:00:00,1.29,0.62
1992-04-26 00:00:00,4.74,0.65
1992-04-27 00:00:00,3.86,0.64
1992-04-28 00:00:00,8.42,0.65
1992-04-29 00:00:00,27.24,0.75
1992-04-30 00:00:00,28.9,0.78
1992-05-30 00:00:00,2.65,0.73
1992-05-31 00:00:00,1.43,0.67
1992-05-01 00:00:00,7.99,0.72
1992-05-03 00:00:00,4.1,0.66
1992-05-04 00:00:00,8.4,0.71
1992-05-05 00:00:00,0.22,0.67
1992-05-06 00:00:00,0.02,0.66
1992-05-08 00:00:00,0.1,0.65
1992-05-09 00:00:00,0.16,0.64
1992-05-11 00:00:00,0.66,0.62
1992-05-12 00:00:00,4.45,0.65
1992-05-13 00:00:00,4.75,0.66
1992-05-14 00:00:00,7.91,0.71
1992-05-15 00:00:00,13.62,0.73
1992-05-16 00:00:00,12.94,0.75
1992-05-17 00:00:00,2.15,0.71
1992-05-18 00:00:00,3.85,0.7
1992-05-19 00:00:00,4.07,0.71
1992-05-20 00:00:00,4.21,0.7
1992-05-21 00:00:00,5.24,0.71
1992-05-22 00:00:00,2.36,0.7
1992-05-23 00:00:00,0.94,0.68
1992-05-25 00:00:00,4.4,0.68
1992-05-26 00:00:00,10.52,0.74
1992-05-27 00:00:00,12.22,0.76
1992-05-28 00:00:00,9.03,0.76
1992-05-29 00:00:00,1.05,0.72
1992-07-01 00:00:00,2.93,0.71
1992-06-01 00:00:00,6.86,0.74
1992-06-02 00:00:00,6.14,0.73
1992-06-03 00:00:00,10.81,0.77
1992-06-04 00:00:00,18.09,0.8
1992-06-05 00:00:00,14.35,0.81
1992-06-06 00:00:00,14.66,0.82
1992-06-07 00:00:00,8.55,0.8
1992-06-09 00:00:00,2.68,0.76
1992-06-10 00:00:00,11.27,0.8
1992-06-11 00:00:00,6.53,0.77
1992-06-12 00:00:00,15.26,0.82
1992-06-13 00:00:00,9.23,0.81
1992-06-14 00:00:00,2.87,0.77
1992-06-15 00:00:00,17.86,0.82
1992-06-16 00:00:00,7.92,0.83
1992-06-17 00:00:00,23.04,0.82
1992-06-18 00:00:00,73.03,0.93
1992-06-19 00:00:00,8.76,0.87
1992-06-20 00:00:00,3.65,0.83
1992-06-21 00:00:00,4.88,0.82
1992-06-22 00:00:00,3.45,0.82
1992-06-23 00:00:00,10.13,0.83
1992-06-24 00:00:00,9.17,0.85
1992-06-25 00:00:00,3.53,0.83
1992-06-26 00:00:00,2.48,0.82
1992-06-27 00:00:00,5.15,0.82
1992-06-28 00:00:00,15.21,0.87
1992-06-29 00:00:00,9.15,0.86
1992-07-30 00:00:00,3.36,0.84
1992-07-31 00:00:00,20.5,0.88
1992-07-01 00:00:00,64.51,0.95
1992-07-02 00:00:00,8.73,0.89
1992-07-03 00:00:00,17.13,0.89
1992-07-04 00:00:00,0.72,0.85
1992-07-05 00:00:00,3.83,0.85
1992-07-06 00:00:00,4.92,0.86
1992-07-07 00:00:00,1.46,0.84
1992-07-08 00:00:00,3.23,0.84
1992-07-09 00:00:00,6.36,0.86
1992-07-10 00:00:00,9.09,0.88
1992-07-11 00:00:00,24.81,0.89
1992-07-12 00:00:00,39.0,0.95
1992-07-13 00:00:00,6.45,0.89
1992-07-14 00:00:00,5.89,0.88
1992-07-15 00:00:00,7.35,0.88
1992-07-16 00:00:00,0.6,0.87
1992-07-17 00:00:00,1.16,0.86
1992-07-18 00:00:00,3.18,0.86
1992-07-19 00:00:00,2.9,0.87
1992-07-20 00:00:00,1.84,0.86
1992-07-21 00:00:00,5.81,0.87
1992-07-22 00:00:00,6.14,0.88
1992-07-23 00:00:00,3.23,0.87
1992-07-24 00:00:00,2.42,0.86
1992-07-25 00:00:00,3.51,0.86
1992-07-26 00:00:00,0.41,0.84
1992-07-27 00:00:00,0.15,0.84
1992-07-29 00:00:00,14.23,0.86
1992-08-02 00:00:00,2.21,0.85
1992-08-03 00:00:00,2.01,0.84
1992-08-04 00:00:00,5.15,0.84
1992-08-05 00:00:00,9.97,0.87
1992-08-06 00:00:00,4.64,0.85
1992-08-07 00:00:00,6.52,0.86
1992-08-08 00:00:00,10.58,0.86
1992-08-09 00:00:00,32.21,0.91
1992-08-10 00:00:00,8.59,0.88
1992-08-11 00:00:00,16.62,0.91
1992-08-12 00:00:00,6.02,0.88
1992-08-13 00:00:00,4.07,0.88
1992-08-14 00:00:00,7.61,0.88
1992-08-15 00:00:00,3.2,0.88
1992-08-16 00:00:00,6.52,0.88
1992-08-17 00:00:00,18.47,0.92
1992-08-18 00:00:00,3.9,0.88
1992-08-19 00:00:00,5.12,0.88
1992-08-20 00:00:00,33.33,0.92
1992-08-21 00:00:00,18.7,0.92
1992-08-22 00:00:00,2.82,0.89
1992-08-23 00:00:00,6.66,0.89
1992-08-24 00:00:00,0.57,0.88
1992-08-25 00:00:00,0.53,0.87
1992-08-26 00:00:00,10.34,0.88
1992-08-27 00:00:00,19.15,0.92
1992-08-28 00:00:00,4.2,0.89
1992-08-29 00:00:00,2.5,0.88
1992-08-30 00:00:00,2.21,0.88
1992-08-31 00:00:00,1.85,0.87
1992-08-01 00:00:00,13.06,0.88
1992-09-03 00:00:00,20.58,0.93
1992-09-04 00:00:00,0.96,0.88
1992-09-05 00:00:00,3.43,0.88
1992-09-06 00:00:00,11.65,0.9
1992-09-07 00:00:00,3.25,0.88
1992-09-08 00:00:00,5.25,0.88
1992-09-09 00:00:00,4.88,0.88
1992-09-10 00:00:00,3.38,0.88
1992-09-11 00:00:00,2.43,0.87
1992-09-12 00:00:00,14.19,0.89
1992-09-13 00:00:00,19.63,0.92
1992-09-14 00:00:00,26.75,0.95
1992-09-15 00:00:00,4.84,0.91
1992-09-17 00:00:00,13.45,0.91
1992-09-18 00:00:00,23.27,0.95
1992-09-19 00:00:00,8.01,0.92
1992-09-20 00:00:00,5.33,0.91
1992-09-21 00:00:00,11.45,0.92
1992-09-22 00:00:00,9.41,0.92
1992-09-23 00:00:00,41.39,0.95
1992-09-24 00:00:00,3.44,0.92
1992-09-25 00:00:00,6.11,0.92
1992-09-26 00:00:00,2.17,0.91
1992-09-27 00:00:00,2.28,0.91
1992-09-28 00:00:00,6.09,0.91
1992-09-29 00:00:00,3.83,0.91
1992-09-30 00:00:00,3.37,0.91
1992-09-01 00:00:00,27.29,0.95
1992-10-02 00:00:00,0.06,0.91
1992-10-03 00:00:00,4.38,0.91
1992-10-04 00:00:00,8.07,0.93
1992-10-05 00:00:00,3.44,0.91
1992-10-06 00:00:00,4.34,0.91
1992-10-07 00:00:00,1.51,0.91
1992-10-08 00:00:00,0.01,0.9
1992-10-09 00:00:00,0.14,0.9
1992-10-10 00:00:00,0.37,0.89
1992-10-12 00:00:00,0.0,0.88
1992-10-13 00:00:00,0.25,0.88
1992-10-14 00:00:00,1.84,0.88
1992-10-15 00:00:00,1.15,0.88
1992-10-16 00:00:00,0.58,0.87
1992-10-17 00:00:00,0.0,0.86
1992-10-18 00:00:00,0.2,0.86
1992-10-19 00:00:00,0.6,0.86
1992-10-20 00:00:00,2.92,0.86
1992-10-21 00:00:00,2.09,0.86
1992-10-22 00:00:00,0.71,0.85
1992-10-23 00:00:00,0.53,0.85
1992-10-24 00:00:00,0.55,0.84
1992-10-25 00:00:00,0.22,0.84
1992-10-26 00:00:00,0.97,0.84
1992-10-27 00:00:00,0.92,0.84
1992-10-01 00:00:00,2.49,0.84
1992-11-02 00:00:00,4.86,0.85
1992-11-03 00:00:00,11.21,0.88
1992-11-04 00:00:00,0.46,0.84
1992-11-05 00:00:00,0.28,0.84
1992-11-06 00:00:00,1.8,0.84
1992-11-07 00:00:00,5.56,0.84
1992-11-08 00:00:00,9.4,0.87
1992-11-09 00:00:00,8.7,0.87
1992-11-10 00:00:00,6.73,0.88
1992-11-11 00:00:00,2.65,0.85
1992-11-12 00:00:00,0.82,0.84
1992-11-13 00:00:00,0.91,0.84
1992-11-14 00:00:00,0.84,0.83
1992-11-15 00:00:00,3.63,0.84
1992-11-16 00:00:00,4.46,0.84
1992-11-17 00:00:00,6.49,0.84
1992-11-18 00:00:00,4.71,0.85
1992-11-19 00:00:00,0.36,0.84
1992-11-20 00:00:00,0.0,0.83
1992-11-22 00:00:00,0.26,0.82
1992-11-23 00:00:00,0.0,0.82
1992-11-24 00:00:00,0.0,0.81
1992-11-25 00:00:00,0.94,0.82
1992-11-26 00:00:00,2.94,0.82
1992-11-27 00:00:00,11.0,0.85
1992-11-28 00:00:00,8.49,0.85
1992-11-29 00:00:00,2.92,0.84
1992-11-30 00:00:00,7.0,0.85
1992-12-02 00:00:00,0.76,0.82
1992-12-03 00:00:00,0.07,0.81
1992-12-04 00:00:00,0.23,0.8
1992-12-06 00:00:00,0.02,0.8
1992-12-07 00:00:00,0.43,0.8
1992-12-11 00:00:00,0.28,0.78
1992-12-12 00:00:00,0.71,0.78
1992-12-18 00:00:00,0.0,0.76
1992-12-24 00:00:00,0.35,0.73
1992-12-25 00:00:00,0.59,0.73
1992-12-26 00:00:00,0.51,0.73
1992-12-27 00:00:00,0.83,0.73
1992-12-28 00:00:00,0.22,0.72
1992-12-29 00:00:00,1.56,0.72
1992-12-30 00:00:00,2.87,0.73
1992-12-01 00:00:00,4.37,0.73
1993-01-01 00:00:00,5.04,0.75
1993-01-03 00:00:00,1.0,0.72
1993-01-04 00:00:00,0.05,0.71
1993-01-05 00:00:00,0.09,0.7
1993-01-06 00:00:00,0.29,0.7
1993-01-07 00:00:00,4.63,0.71
1993-01-08 00:00:00,1.82,0.72
1993-01-09 00:00:00,0.79,0.7
1993-01-10 00:00:00,0.08,0.7
1993-01-11 00:00:00,1.11,0.7
1993-01-12 00:00:00,1.01,0.7
1993-01-13 00:00:00,2.36,0.71
1993-01-14 00:00:00,1.12,0.7
1993-01-15 00:00:00,0.63,0.7
1993-01-16 00:00:00,0.06,0.69
1993-01-17 00:00:00,0.67,0.69
1993-01-18 00:00:00,2.42,0.7
1993-01-20 00:00:00,0.08,0.67
1993-01-21 00:00:00,0.74,0.66
1993-01-22 00:00:00,2.74,0.68
1993-01-23 00:00:00,1.56,0.67
1993-01-24 00:00:00,2.47,0.68
1993-01-25 00:00:00,4.08,0.69
1993-01-26 00:00:00,2.11,0.68
1993-01-27 00:00:00,2.17,0.68
1993-01-28 00:00:00,1.18,0.66
1993-01-29 00:00:00,1.8,0.67
1993-01-30 00:00:00,0.96,0.66
1993-01-31 00:00:00,0.71,0.66
1993-02-04 00:00:00,0.04,0.65
1993-02-08 00:00:00,0.02,0.64
1993-02-09 00:00:00,0.46,0.64
1993-02-10 00:00:00,0.75,0.64
1993-02-11 00:00:00,1.0,0.64
1993-02-12 00:00:00,0.81,0.64
1993-02-14 00:00:00,0.13,0.62
1993-02-21 00:00:00,0.04,0.6
1993-03-03 00:00:00,0.1,0.56
1993-03-03 00:00:00,1.68,0.59
1993-03-04 00:00:00,1.7,0.59
1993-03-05 00:00:00,1.17,0.59
1993-03-06 00:00:00,0.73,0.58
1993-03-07 00:00:00,0.39,0.57
1993-03-09 00:00:00,0.13,0.55
1993-03-11 00:00:00,0.19,0.53
1993-03-12 00:00:00,0.04,0.52
1993-03-20 00:00:00,0.06,0.44
1993-03-21 00:00:00,1.23,0.44
1993-03-23 00:00:00,0.62,0.45
1993-03-24 00:00:00,0.72,0.46
1993-04-02 00:00:00,0.01,0.4
1993-04-03 00:00:00,0.41,0.4
1993-04-04 00:00:00,1.93,0.42
1993-04-05 00:00:00,1.12,0.45
1993-04-08 00:00:00,0.21,0.46
1993-04-09 00:00:00,0.99,0.46
1993-04-13 00:00:00,0.02,0.42
1993-04-14 00:00:00,0.42,0.41
1993-04-15 00:00:00,2.54,0.46
1993-04-17 00:00:00,1.39,0.45
1993-04-18 00:00:00,3.64,0.5
1993-04-19 00:00:00,9.32,0.58
1993-04-20 00:00:00,22.94,0.71
1993-04-21 00:00:00,4.7,0.63
1993-04-22 00:00:00,11.75,0.69
1993-04-23 00:00:00,1.12,0.62
1993-04-24 00:00:00,2.01,0.61
1993-04-25 00:00:00,0.18,0.59
1993-05-29 00:00:00,1.93,0.58
1993-05-01 00:00:00,0.74,0.56
1993-05-04 00:00:00,0.41,0.52
1993-05-05 00:00:00,1.65,0.53
1993-05-06 00:00:00,24.14,0.62
1993-05-07 00:00:00,28.53,0.77
1993-05-08 00:00:00,15.94,0.74
1993-05-09 00:00:00,2.37,0.67
1993-05-10 00:00:00,1.71,0.66
1993-05-11 00:00:00,0.19,0.63
1993-05-14 00:00:00,6.08,0.62
1993-05-15 00:00:00,17.28,0.73
1993-05-17 00:00:00,2.25,0.65
1993-05-18 00:00:00,5.05,0.66
1993-05-19 00:00:00,12.72,0.71
1993-05-20 00:00:00,18.69,0.73
1993-05-21 00:00:00,21.3,0.76
1993-05-22 00:00:00,21.02,0.8
1993-05-23 00:00:00,5.1,0.73
1993-05-24 00:00:00,0.05,0.69
1993-05-25 00:00:00,5.06,0.69
1993-05-26 00:00:00,13.35,0.77
1993-05-27 00:00:00,14.84,0.8
1993-05-28 00:00:00,8.33,0.77
1993-06-30 00:00:00,2.34,0.73
1993-07-01 00:00:00,2.1,0.72
1993-06-01 00:00:00,1.54,0.7
1993-06-02 00:00:00,3.41,0.71
1993-06-03 00:00:00,1.43,0.7
1993-06-04 00:00:00,0.85,0.67
1993-06-05 00:00:00,1.26,0.67
1993-06-06 00:00:00,1.15,0.66
1993-06-07 00:00:00,2.36,0.66
1993-06-08 00:00:00,10.66,0.72
1993-06-09 00:00:00,4.24,0.7
1993-06-10 00:00:00,11.05,0.73
1993-06-11 00:00:00,10.04,0.77
1993-06-12 00:00:00,2.86,0.73
1993-06-13 00:00:00,8.13,0.75
1993-06-14 00:00:00,12.72,0.8
1993-06-15 00:00:00,18.97,0.8
1993-06-16 00:00:00,37.78,0.88
1993-06-17 00:00:00,15.31,0.84
1993-06-18 00:00:00,13.61,0.83
1993-06-19 00:00:00,25.88,0.88
1993-06-20 00:00:00,22.77,0.88
1993-06-21 00:00:00,26.15,0.89
