created_at,field1,field2
1999-06-19 00:00:00,8.23,0.7
1999-06-20 00:00:00,2.69,0.67
1999-06-21 00:00:00,4.38,0.66
1999-06-22 00:00:00,7.84,0.7
1999-06-23 00:00:00,2.5,0.66
1999-06-24 00:00:00,6.02,0.68
1999-06-26 00:00:00,6.81,0.67
1999-06-27 00:00:00,23.66,0.78
1999-06-28 00:00:00,11.4,0.77
1999-07-29 00:00:00,28.85,0.84
1999-07-30 00:00:00,9.8,0.79
1999-07-31 00:00:00,2.25,0.74
1999-07-01 00:00:00,8.25,0.76
1999-07-02 00:00:00,2.27,0.73
1999-07-03 00:00:00,2.96,0.73
1999-07-04 00:00:00,2.9,0.71
1999-07-05 00:00:00,14.66,0.77
1999-07-06 00:00:00,12.29,0.79
1999-07-07 00:00:00,0.5,0.73
1999-07-08 00:00:00,15.82,0.77
1999-07-09 00:00:00,8.59,0.8
1999-07-10 00:00:00,0.08,0.73
1999-07-11 00:00:00,1.7,0.73
1999-07-12 00:00:00,1.48,0.72
1999-07-13 00:00:00,8.09,0.74
1999-07-14 00:00:00,2.72,0.74
1999-07-15 00:00:00,10.12,0.75
1999-07-16 00:00:00,6.56,0.77
1999-07-17 00:00:00,1.61,0.73
1999-07-18 00:00:00,0.25,0.71
1999-07-20 00:00:00,0.42,0.69
1999-07-21 00:00:00,3.08,0.7
1999-07-22 00:00:00,0.4,0.69
1999-07-25 00:00:00,0.6,0.66
1999-07-27 00:00:00,0.47,0.66
1999-07-28 00:00:00,9.05,0.68
1999-08-29 00:00:00,24.68,0.8
1999-08-01 00:00:00,1.06,0.72
1999-08-02 00:00:00,2.34,0.71
1999-08-03 00:00:00,1.03,0.7
1999-08-04 00:00:00,1.41,0.7
1999-08-05 00:00:00,8.01,0.71
1999-08-06 00:00:00,29.38,0.83
1999-08-07 00:00:00,0.11,0.73
1999-08-08 00:00:00,3.49,0.73
1999-08-09 00:00:00,7.26,0.76
1999-08-10 00:00:00,1.46,0.73
1999-08-12 00:00:00,12.0,0.73
1999-08-13 00:00:00,12.38,0.78
1999-08-14 00:00:00,14.58,0.79
1999-08-15 00:00:00,28.0,0.87
1999-08-17 00:00:00,1.29,0.75
1999-08-18 00:00:00,7.01,0.77
1999-08-19 00:00:00,7.48,0.78
1999-08-20 00:00:00,1.92,0.77
1999-08-21 00:00:00,4.61,0.77
1999-08-22 00:00:00,3.38,0.77
1999-08-23 00:00:00,1.67,0.75
1999-08-24 00:00:00,3.13,0.76
1999-08-25 00:00:00,3.47,0.75
1999-08-26 00:00:00,10.64,0.78
1999-08-27 00:00:00,17.18,0.84
1999-08-28 00:00:00,0.17,0.77
1999-08-30 00:00:00,1.56,0.75
1999-09-01 00:00:00,8.08,0.78
1999-09-02 00:00:00,3.68,0.78
1999-09-03 00:00:00,0.31,0.76
1999-09-04 00:00:00,1.08,0.75
1999-09-05 00:00:00,1.64,0.75
1999-09-06 00:00:00,0.87,0.74
1999-09-07 00:00:00,1.42,0.74
1999-09-08 00:00:00,0.67,0.73
1999-09-09 00:00:00,2.44,0.74
1999-09-10 00:00:00,2.62,0.75
1999-09-11 00:00:00,12.65,0.79
1999-09-12 00:00:00,18.29,0.85
1999-09-13 00:00:00,3.26,0.78
1999-09-14 00:00:00,5.12,0.79
1999-09-15 00:00:00,2.78,0.78
1999-09-16 00:00:00,4.64,0.79
1999-09-17 00:00:00,13.35,0.82
1999-09-18 00:00:00,8.94,0.82
1999-09-19 00:00:00,12.7,0.84
1999-09-20 00:00:00,0.38,0.79
1999-09-21 00:00:00,12.76,0.81
1999-09-22 00:00:00,10.18,0.84
1999-09-23 00:00:00,2.08,0.8
1999-09-24 00:00:00,1.54,0.8
1999-09-25 00:00:00,2.21,0.8
1999-09-27 00:00:00,11.7,0.85
1999-09-28 00:00:00,6.93,0.84
1999-09-30 00:00:00,3.53,0.82
1999-10-30 00:00:00,19.14,0.86
1999-10-01 00:00:00,23.94,0.9
1999-10-02 00:00:00,2.36,0.84
1999-10-04 00:00:00,0.74,0.82
1999-10-05 00:00:00,0.38,0.81
1999-10-06 00:00:00,0.75,0.81
1999-10-07 00:00:00,5.45,0.82
1999-10-08 00:00:00,8.31,0.84
1999-10-09 00:00:00,7.62,0.84
1999-10-11 00:00:00,0.21,0.81
1999-10-12 00:00:00,1.24,0.81
1999-10-13 00:00:00,3.6,0.82
1999-10-14 00:00:00,1.83,0.81
1999-10-15 00:00:00,3.9,0.82
1999-10-16 00:00:00,3.72,0.82
1999-10-17 00:00:00,7.89,0.84
1999-10-18 00:00:00,24.33,0.88
1999-10-19 00:00:00,16.47,0.89
1999-10-20 00:00:00,2.55,0.85
1999-10-21 00:00:00,6.19,0.85
1999-10-22 00:00:00,4.19,0.84
1999-10-23 00:00:00,1.83,0.84
1999-10-26 00:00:00,0.01,0.81
1999-10-28 00:00:00,0.39,0.8
1999-10-29 00:00:00,2.45,0.81
1999-10-30 00:00:00,0.72,0.8
1999-12-01 00:00:00,0.1,0.8
1999-11-01 00:00:00,0.06,0.79
1999-11-02 00:00:00,0.03,0.79
1999-11-05 00:00:00,0.1,0.78
1999-11-06 00:00:00,0.42,0.78
1999-11-07 00:00:00,0.34,0.78
1999-11-08 00:00:00,0.54,0.78
1999-11-09 00:00:00,0.37,0.78
1999-11-10 00:00:00,0.12,0.78
1999-11-11 00:00:00,0.11,0.77
1999-11-12 00:00:00,0.66,0.77
1999-11-17 00:00:00,0.07,0.75
1999-11-19 00:00:00,0.53,0.75
1999-11-22 00:00:00,0.06,0.73
1999-11-24 00:00:00,2.3,0.73
1999-11-25 00:00:00,2.49,0.75
1999-11-27 00:00:00,0.44,0.73
1999-11-28 00:00:00,0.2,0.72
1999-12-03 00:00:00,0.11,0.7
1999-12-04 00:00:00,0.3,0.69
1999-12-05 00:00:00,0.13,0.69
1999-12-06 00:00:00,0.03,0.68
1999-12-07 00:00:00,0.2,0.68
1999-12-08 00:00:00,0.42,0.67
1999-12-18 00:00:00,8.01,0.67
1999-12-19 00:00:00,15.64,0.78
1999-12-22 00:00:00,0.12,0.67
1999-12-23 00:00:00,0.9,0.67
2000-01-05 00:00:00,0.1,0.61
2000-01-14 00:00:00,0.19,0.59
2000-02-08 00:00:00,0.31,0.55
2000-02-18 00:00:00,0.33,0.5
2000-02-19 00:00:00,0.39,0.5
2000-02-24 00:00:00,0.34,0.46
2000-02-25 00:00:00,0.19,0.46
2000-03-05 00:00:00,2.27,0.41
2000-03-06 00:00:00,4.21,0.52
2000-03-08 00:00:00,3.24,0.52
2000-03-09 00:00:00,7.62,0.62
2000-03-12 00:00:00,0.32,0.54
2000-03-13 00:00:00,0.15,0.54
2000-03-23 00:00:00,0.63,0.38
2000-03-24 00:00:00,0.21,0.39
2000-03-26 00:00:00,0.47,0.37
2000-04-02 00:00:00,0.11,0.34
2000-04-04 00:00:00,0.21,0.33
2000-04-05 00:00:00,2.1,0.35
2000-04-12 00:00:00,0.72,0.32
2000-04-13 00:00:00,7.72,0.41
2000-04-14 00:00:00,4.69,0.57
2000-04-15 00:00:00,1.23,0.56
2000-04-19 00:00:00,0.91,0.52
2000-05-30 00:00:00,0.35,0.33
2000-05-31 00:00:00,1.77,0.34
2000-05-02 00:00:00,0.36,0.44
2000-05-03 00:00:00,7.32,0.45
2000-05-04 00:00:00,11.86,0.65
2000-05-06 00:00:00,16.86,0.65
2000-05-07 00:00:00,11.86,0.71
2000-05-08 00:00:00,1.33,0.62
2000-05-09 00:00:00,1.57,0.6
2000-05-10 00:00:00,1.35,0.59
2000-05-11 00:00:00,3.29,0.6
2000-05-12 00:00:00,3.55,0.62
2000-05-13 00:00:00,2.86,0.59
2000-05-14 00:00:00,5.21,0.63
2000-05-15 00:00:00,6.59,0.63
2000-05-16 00:00:00,13.92,0.69
2000-05-17 00:00:00,18.77,0.76
2000-05-18 00:00:00,18.43,0.76
2000-05-19 00:00:00,9.48,0.72
2000-05-20 00:00:00,19.21,0.77
2000-05-21 00:00:00,14.87,0.79
2000-05-22 00:00:00,3.9,0.71
2000-05-23 00:00:00,5.38,0.72
2000-05-24 00:00:00,1.42,0.7
2000-05-25 00:00:00,4.45,0.71
2000-05-26 00:00:00,7.78,0.73
2000-05-27 00:00:00,2.27,0.7
2000-05-28 00:00:00,18.36,0.72
2000-05-29 00:00:00,27.84,0.84
2000-07-01 00:00:00,3.72,0.76
2000-06-01 00:00:00,1.08,0.72
2000-06-02 00:00:00,6.52,0.73
2000-06-03 00:00:00,12.99,0.77
2000-06-04 00:00:00,19.68,0.82
2000-06-05 00:00:00,13.91,0.8
2000-06-06 00:00:00,7.12,0.77
2000-06-07 00:00:00,11.0,0.78
2000-06-08 00:00:00,5.16,0.77
2000-06-09 00:00:00,7.65,0.78
2000-06-10 00:00:00,6.82,0.78
2000-06-11 00:00:00,5.9,0.77
2000-06-12 00:00:00,11.48,0.8
2000-06-14 00:00:00,4.86,0.78
2000-06-15 00:00:00,3.0,0.78
2000-06-16 00:00:00,3.63,0.77
2000-06-17 00:00:00,12.16,0.81
2000-06-18 00:00:00,7.71,0.8
2000-06-19 00:00:00,6.67,0.79
2000-06-20 00:00:00,0.94,0.78
2000-06-21 00:00:00,2.62,0.76
2000-06-22 00:00:00,0.69,0.75
2000-06-23 00:00:00,3.23,0.76
2000-06-24 00:00:00,10.24,0.8
2000-06-25 00:00:00,1.63,0.77
2000-06-26 00:00:00,1.71,0.76
2000-06-27 00:00:00,2.0,0.76
2000-06-29 00:00:00,1.45,0.74
2000-07-30 00:00:00,1.59,0.74
2000-07-31 00:00:00,0.1,0.73
2000-07-02 00:00:00,2.72,0.73
2000-07-03 00:00:00,0.29,0.72
2000-07-04 00:00:00,1.24,0.72
2000-07-05 00:00:00,0.97,0.71
2000-07-06 00:00:00,3.09,0.71
2000-07-08 00:00:00,9.06,0.77
2000-07-11 00:00:00,0.64,0.7
2000-07-12 00:00:00,0.45,0.7
2000-07-13 00:00:00,2.9,0.7
2000-07-14 00:00:00,2.71,0.69
2000-07-15 00:00:00,6.67,0.72
2000-07-16 00:00:00,1.39,0.71
2000-07-17 00:00:00,0.73,0.69
2000-07-18 00:00:00,0.93,0.68
2000-07-19 00:00:00,5.93,0.7
2000-07-20 00:00:00,7.98,0.73
2000-07-21 00:00:00,8.99,0.74
2000-07-22 00:00:00,3.12,0.73
2000-07-24 00:00:00,0.42,0.68
2000-07-25 00:00:00,4.9,0.69
2000-07-26 00:00:00,7.7,0.73
2000-07-27 00:00:00,7.32,0.73
2000-07-28 00:00:00,6.78,0.76
2000-07-29 00:00:00,1.3,0.71
2000-08-02 00:00:00,6.22,0.73
2000-08-03 00:00:00,2.68,0.73
2000-08-04 00:00:00,26.53,0.78
2000-08-05 00:00:00,8.64,0.78
2000-08-06 00:00:00,0.33,0.73
2000-08-07 00:00:00,2.96,0.72
2000-08-08 00:00:00,14.39,0.77
2000-08-09 00:00:00,16.34,0.82
2000-08-10 00:00:00,8.63,0.78
2000-08-11 00:00:00,13.99,0.81
2000-08-12 00:00:00,3.21,0.77
2000-08-13 00:00:00,1.83,0.75
2000-08-14 00:00:00,2.84,0.75
2000-08-16 00:00:00,2.46,0.76
2000-08-18 00:00:00,0.95,0.72
2000-08-19 00:00:00,5.04,0.73
2000-08-20 00:00:00,1.37,0.73
2000-08-21 00:00:00,0.56,0.71
2000-08-22 00:00:00,0.48,0.71
2000-08-24 00:00:00,0.25,0.69
2000-08-25 00:00:00,1.08,0.68
2000-08-26 00:00:00,2.41,0.68
2000-08-27 00:00:00,7.74,0.72
2000-08-28 00:00:00,4.35,0.72
2000-08-29 00:00:00,13.21,0.77
2000-08-30 00:00:00,9.81,0.76
2000-08-31 00:00:00,8.66,0.78
2000-08-01 00:00:00,13.89,0.81
2000-09-03 00:00:00,4.41,0.77
2000-09-04 00:00:00,3.76,0.77
2000-09-05 00:00:00,0.69,0.74
2000-09-06 00:00:00,1.28,0.73
2000-09-07 00:00:00,5.72,0.75
2000-09-08 00:00:00,11.06,0.8
2000-09-09 00:00:00,9.45,0.8
2000-09-10 00:00:00,7.32,0.79
2000-09-11 00:00:00,7.62,0.78
2000-09-12 00:00:00,5.68,0.78
2000-09-13 00:00:00,4.94,0.77
2000-09-14 00:00:00,11.15,0.81
2000-09-15 00:00:00,3.98,0.77
2000-09-16 00:00:00,12.75,0.81
2000-09-17 00:00:00,12.36,0.83
2000-09-18 00:00:00,4.96,0.8
2000-09-19 00:00:00,6.23,0.8
2000-09-20 00:00:00,5.27,0.8
2000-09-21 00:00:00,8.19,0.8
2000-09-22 00:00:00,9.14,0.81
2000-09-23 00:00:00,27.76,0.86
2000-09-24 00:00:00,5.65,0.83
2000-09-27 00:00:00,3.42,0.8
2000-09-28 00:00:00,4.13,0.8
2000-09-29 00:00:00,9.29,0.82
2000-09-30 00:00:00,9.53,0.83
2000-10-01 00:00:00,6.8,0.81
2000-09-01 00:00:00,24.24,0.89
2000-10-02 00:00:00,8.12,0.84
2000-10-03 00:00:00,7.63,0.84
2000-10-04 00:00:00,4.37,0.84
2000-10-05 00:00:00,4.41,0.83
2000-10-06 00:00:00,6.66,0.83
2000-10-07 00:00:00,6.16,0.84
2000-10-08 00:00:00,0.29,0.81
2000-10-10 00:00:00,1.73,0.8
2000-10-11 00:00:00,5.76,0.81
2000-10-12 00:00:00,3.87,0.81
2000-10-13 00:00:00,8.08,0.82
2000-10-14 00:00:00,2.81,0.81
2000-10-16 00:00:00,8.11,0.81
2000-10-17 00:00:00,12.1,0.85
2000-10-18 00:00:00,5.63,0.82
2000-10-19 00:00:00,0.78,0.8
2000-10-20 00:00:00,0.05,0.8
2000-10-21 00:00:00,1.86,0.8
2000-10-22 00:00:00,0.44,0.79
2000-10-23 00:00:00,2.44,0.79
2000-10-24 00:00:00,2.26,0.8
2000-10-25 00:00:00,6.09,0.8
2000-10-26 00:00:00,7.22,0.8
2000-10-27 00:00:00,7.58,0.8
2000-10-28 00:00:00,1.02,0.8
2000-10-30 00:00:00,0.18,0.77
2000-10-31 00:00:00,1.65,0.77
2000-10-01 00:00:00,1.93,0.77
2000-11-02 00:00:00,0.57,0.77
2000-11-03 00:00:00,0.22,0.76
2000-11-04 00:00:00,11.4,0.79
2000-11-05 00:00:00,40.62,0.88
2000-11-06 00:00:00,9.62,0.84
2000-11-07 00:00:00,10.37,0.84
2000-11-08 00:00:00,8.18,0.84
2000-11-09 00:00:00,2.74,0.81
2000-11-10 00:00:00,5.54,0.81
2000-11-11 00:00:00,1.7,0.8
2000-11-12 00:00:00,0.07,0.79
2000-11-13 00:00:00,9.13,0.8
2000-11-14 00:00:00,1.53,0.8
2000-11-15 00:00:00,0.36,0.78
2000-11-16 00:00:00,0.01,0.77
2000-11-20 00:00:00,0.25,0.76
2000-11-21 00:00:00,0.53,0.76
2000-11-22 00:00:00,0.63,0.76
2000-11-23 00:00:00,0.16,0.75
2000-11-26 00:00:00,0.32,0.73
2000-11-27 00:00:00,8.08,0.77
2000-11-28 00:00:00,2.24,0.77
2000-11-29 00:00:00,0.38,0.75
2000-11-30 00:00:00,0.6,0.74
2000-11-01 00:00:00,0.16,0.74
2000-12-01 00:00:00,0.05,0.73
2000-12-03 00:00:00,0.02,0.72
2000-12-04 00:00:00,0.04,0.71
2000-12-05 00:00:00,0.11,0.71
2000-12-11 00:00:00,0.02,0.69
2000-12-12 00:00:00,0.05,0.68
2000-12-13 00:00:00,0.1,0.68
2000-12-14 00:00:00,0.23,0.68
2000-12-15 00:00:00,0.13,0.68
2000-12-16 00:00:00,0.11,0.67
2000-12-17 00:00:00,0.28,0.67
2000-12-19 00:00:00,0.44,0.66
2000-12-20 00:00:00,0.41,0.66
2000-12-21 00:00:00,0.17,0.66
2000-12-22 00:00:00,0.35,0.67
2000-12-29 00:00:00,0.13,0.64
2000-12-30 00:00:00,0.04,0.64
2001-01-02 00:00:00,0.25,0.62
2001-01-03 00:00:00,0.22,0.62
2001-01-04 00:00:00,0.16,0.62
2001-01-06 00:00:00,0.4,0.62
2001-01-07 00:00:00,3.74,0.64
2001-01-13 00:00:00,0.06,0.6
2001-01-25 00:00:00,0.1,0.58
2001-02-04 00:00:00,0.07,0.54
2001-02-07 00:00:00,0.4,0.53
2001-02-08 00:00:00,0.73,0.54
2001-02-09 00:00:00,0.25,0.53
2001-02-11 00:00:00,0.15,0.52
2001-02-13 00:00:00,0.33,0.51
2001-02-14 00:00:00,0.08,0.5
2001-02-15 00:00:00,0.25,0.49
2001-02-16 00:00:00,0.52,0.49
2001-02-17 00:00:00,0.17,0.49
2001-02-18 00:00:00,1.12,0.49
2001-02-23 00:00:00,0.04,0.45
2001-03-03 00:00:00,0.34,0.42
2001-03-29 00:00:00,2.12,0.45
2001-03-02 00:00:00,0.1,0.44
2001-03-03 00:00:00,0.07,0.43
2001-03-05 00:00:00,0.25,0.41
2001-03-06 00:00:00,0.26,0.41
2001-03-16 00:00:00,0.21,0.35
2001-03-18 00:00:00,1.36,0.35
2001-03-19 00:00:00,8.22,0.45
2001-04-01 00:00:00,0.64,0.34
2001-04-02 00:00:00,2.82,0.38
2001-04-03 00:00:00,4.31,0.43
2001-04-04 00:00:00,0.39,0.41
2001-04-05 00:00:00,0.11,0.4
2001-04-06 00:00:00,0.25,0.39
2001-04-07 00:00:00,0.34,0.39
2001-04-08 00:00:00,0.73,0.39
2001-04-09 00:00:00,0.31,0.38
2001-04-14 00:00:00,0.86,0.34
2001-04-15 00:00:00,3.83,0.38
2001-04-16 00:00:00,0.43,0.4
2001-04-17 00:00:00,1.16,0.38
2001-04-18 00:00:00,5.16,0.43
2001-04-20 00:00:00,0.55,0.39
2001-04-22 00:00:00,2.67,0.39
2001-04-23 00:00:00,5.91,0.45
2001-04-24 00:00:00,1.14,0.43
2001-04-25 00:00:00,0.04,0.41
2001-04-26 00:00:00,0.28,0.4
2001-04-27 00:00:00,1.25,0.41
2001-04-28 00:00:00,0.25,0.42
2001-04-29 00:00:00,0.12,0.41
2001-05-30 00:00:00,2.57,0.39
2001-05-31 00:00:00,8.7,0.56
2001-05-01 00:00:00,11.71,0.65
2001-05-05 00:00:00,8.8,0.58
2001-05-06 00:00:00,3.16,0.59
2001-05-10 00:00:00,0.87,0.53
2001-05-11 00:00:00,3.39,0.55
2001-05-12 00:00:00,5.42,0.58
2001-05-14 00:00:00,1.18,0.54
2001-05-15 00:00:00,4.83,0.56
2001-05-16 00:00:00,2.99,0.55
2001-05-19 00:00:00,2.18,0.51
2001-05-20 00:00:00,2.59,0.55
2001-05-21 00:00:00,5.91,0.57
2001-05-22 00:00:00,16.19,0.67
2001-05-23 00:00:00,16.01,0.73
2001-05-24 00:00:00,8.89,0.7
2001-05-25 00:00:00,6.78,0.66
2001-05-26 00:00:00,7.16,0.69
2001-05-27 00:00:00,11.22,0.67
2001-05-28 00:00:00,32.37,0.8
2001-06-30 00:00:00,18.61,0.82
2001-07-01 00:00:00,2.94,0.73
2001-06-01 00:00:00,16.91,0.75
2001-06-02 00:00:00,5.66,0.75
2001-06-03 00:00:00,7.59,0.74
2001-06-04 00:00:00,0.18,0.69
2001-06-05 00:00:00,0.96,0.68
2001-06-06 00:00:00,1.68,0.68
2001-06-07 00:00:00,1.35,0.68
2001-06-08 00:00:00,2.25,0.68
2001-06-09 00:00:00,3.45,0.67
2001-06-10 00:00:00,2.94,0.68
2001-06-11 00:00:00,2.13,0.67
2001-06-12 00:00:00,8.1,0.7
2001-06-13 00:00:00,1.28,0.66
2001-06-14 00:00:00,2.25,0.66
2001-06-15 00:00:00,5.26,0.69
2001-06-17 00:00:00,4.16,0.66
2001-06-19 00:00:00,6.15,0.68
2001-06-20 00:00:00,1.87,0.66
2001-06-21 00:00:00,1.35,0.65
2001-06-22 00:00:00,1.67,0.64
2001-06-23 00:00:00,1.22,0.63
2001-06-24 00:00:00,5.71,0.66
2001-06-25 00:00:00,1.37,0.64
2001-06-26 00:00:00,1.43,0.63
2001-06-27 00:00:00,0.59,0.61
2001-07-29 00:00:00,16.65,0.72
2001-07-30 00:00:00,27.44,0.8
2001-07-31 00:00:00,3.84,0.75
2001-07-01 00:00:00,2.88,0.7
2001-07-03 00:00:00,3.13,0.68
2001-07-04 00:00:00,4.87,0.7
2001-07-05 00:00:00,3.21,0.68
2001-07-06 00:00:00,2.13,0.68
2001-07-08 00:00:00,7.02,0.67
2001-07-09 00:00:00,15.08,0.76
2001-07-10 00:00:00,6.63,0.74
2001-07-11 00:00:00,6.84,0.73
2001-07-12 00:00:00,9.32,0.75
2001-07-13 00:00:00,3.36,0.72
2001-07-14 00:00:00,8.6,0.73
2001-07-15 00:00:00,5.58,0.74
2001-07-16 00:00:00,2.03,0.7
2001-07-17 00:00:00,12.12,0.74
2001-07-18 00:00:00,28.05,0.84
2001-07-19 00:00:00,2.24,0.75
2001-07-20 00:00:00,3.55,0.73
2001-07-21 00:00:00,18.73,0.81
2001-07-22 00:00:00,5.63,0.77
2001-07-23 00:00:00,3.14,0.75
2001-07-24 00:00:00,8.78,0.77
2001-07-26 00:00:00,2.32,0.74
2001-07-27 00:00:00,7.83,0.77
2001-07-28 00:00:00,1.44,0.73
2001-08-01 00:00:00,1.91,0.72
2001-08-02 00:00:00,11.18,0.76
2001-08-03 00:00:00,7.21,0.76
2001-08-04 00:00:00,9.87,0.77
2001-08-05 00:00:00,22.05,0.84
2001-08-06 00:00:00,15.36,0.84
2001-08-07 00:00:00,1.21,0.77
2001-08-08 00:00:00,3.05,0.76
2001-08-09 00:00:00,15.09,0.8
2001-08-10 00:00:00,11.0,0.8
2001-08-11 00:00:00,2.22,0.78
2001-08-12 00:00:00,0.6,0.75
2001-08-13 00:00:00,2.17,0.75
2001-08-14 00:00:00,2.61,0.74
2001-08-15 00:00:00,1.24,0.73
2001-08-16 00:00:00,0.3,0.73
2001-08-17 00:00:00,6.79,0.73
2001-08-18 00:00:00,12.83,0.8
2001-08-19 00:00:00,1.91,0.75
2001-08-20 00:00:00,0.63,0.73
2001-08-21 00:00:00,14.12,0.78
2001-08-22 00:00:00,16.22,0.84
2001-08-23 00:00:00,6.97,0.79
2001-08-24 00:00:00,26.49,0.84
2001-08-25 00:00:00,32.23,0.9
2001-08-26 00:00:00,9.35,0.85
2001-08-27 00:00:00,5.16,0.81
2001-08-28 00:00:00,11.47,0.84
2001-08-29 00:00:00,5.78,0.83
2001-08-30 00:00:00,4.56,0.81
2001-08-31 00:00:00,1.74,0.8
2001-09-02 00:00:00,2.91,0.8
2001-09-03 00:00:00,3.53,0.8
2001-09-04 00:00:00,1.79,0.8
2001-09-05 00:00:00,7.89,0.81
2001-09-06 00:00:00,17.72,0.87
2001-09-07 00:00:00,5.79,0.83
2001-09-08 00:00:00,8.44,0.84
2001-09-09 00:00:00,19.04,0.86
2001-09-10 00:00:00,36.38,0.95
2001-09-11 00:00:00,11.81,0.88
2001-09-12 00:00:00,7.24,0.87
2001-09-13 00:00:00,2.99,0.85
2001-09-15 00:00:00,17.22,0.89
2001-09-16 00:00:00,21.29,0.91
2001-09-17 00:00:00,7.52,0.88
2001-09-18 00:00:00,3.66,0.86
2001-09-19 00:00:00,8.94,0.87
2001-09-20 00:00:00,9.56,0.88
2001-09-21 00:00:00,6.74,0.88
2001-09-22 00:00:00,17.15,0.9
2001-09-23 00:00:00,8.06,0.89
2001-09-24 00:00:00,3.41,0.87
2001-09-25 00:00:00,13.29,0.89
2001-09-26 00:00:00,0.48,0.87
2001-09-27 00:00:00,1.77,0.86
2001-09-28 00:00:00,5.6,0.87
2001-09-29 00:00:00,5.85,0.88
2001-09-30 00:00:00,5.45,0.88
2001-10-01 00:00:00,4.74,0.88
2001-10-01 00:00:00,2.2,0.87
2001-10-02 00:00:00,14.6,0.88
2001-10-03 00:00:00,0.87,0.87
2001-10-04 00:00:00,2.56,0.86
2001-10-05 00:00:00,6.39,0.88
2001-10-06 00:00:00,0.42,0.85
2001-10-08 00:00:00,0.69,0.84
2001-10-09 00:00:00,15.2,0.88
2001-10-10 00:00:00,5.02,0.88
2001-10-11 00:00:00,1.33,0.86
2001-10-12 00:00:00,7.8,0.88
2001-10-13 00:00:00,1.15,0.86
2001-10-14 00:00:00,15.16,0.89
2001-10-16 00:00:00,0.97,0.86
2001-10-17 00:00:00,0.75,0.86
2001-10-18 00:00:00,1.82,0.85
2001-10-19 00:00:00,7.26,0.87
2001-10-20 00:00:00,2.86,0.87
2001-10-21 00:00:00,0.33,0.86
2001-10-22 00:00:00,0.81,0.85
2001-10-23 00:00:00,3.65,0.86
2001-10-24 00:00:00,1.63,0.85
2001-10-26 00:00:00,10.73,0.87
2001-10-27 00:00:00,3.68,0.87
2001-10-29 00:00:00,0.26,0.84
2001-10-30 00:00:00,0.32,0.84
2001-10-31 00:00:00,0.98,0.83
2001-11-02 00:00:00,0.2,0.82
2001-11-04 00:00:00,1.76,0.82
2001-11-05 00:00:00,0.27,0.81
2001-11-06 00:00:00,0.61,0.8
2001-11-07 00:00:00,0.96,0.8
2001-11-09 00:00:00,0.14,0.79
2001-11-10 00:00:00,0.19,0.79
2001-11-11 00:00:00,0.05,0.78
2001-11-18 00:00:00,0.43,0.76
2001-11-19 00:00:00,0.48,0.76
2001-11-26 00:00:00,0.92,0.74
2001-11-29 00:00:00,0.15,0.73
2001-11-30 00:00:00,0.65,0.73
2001-12-31 00:00:00,0.88,0.73
2001-12-02 00:00:00,0.12,0.71
2001-12-03 00:00:00,0.06,0.7
2001-12-04 00:00:00,0.36,0.7
2001-12-05 00:00:00,1.47,0.7
2001-12-09 00:00:00,0.08,0.68
2001-12-15 00:00:00,0.09,0.66
2001-12-16 00:00:00,0.11,0.66
2001-12-17 00:00:00,1.68,0.66
2001-12-18 00:00:00,0.13,0.66
2001-12-19 00:00:00,0.57,0.66
2001-12-20 00:00:00,2.38,0.66
2001-12-21 00:00:00,0.92,0.66
2001-12-25 00:00:00,0.06,0.64
2002-01-04 00:00:00,0.1,0.62
2002-01-06 00:00:00,0.04,0.62
2002-02-06 00:00:00,0.67,0.52
2002-02-07 00:00:00,0.11,0.52
2002-02-17 00:00:00,0.25,0.47
2002-02-25 00:00:00,2.07,0.45
2002-03-03 00:00:00,0.12,0.39
2002-03-18 00:00:00,0.16,0.34
2002-03-19 00:00:00,0.32,0.34
2002-03-25 00:00:00,0.38,0.32
2002-03-26 00:00:00,0.05,0.32
2002-04-06 00:00:00,0.6,0.29
2002-04-08 00:00:00,2.97,0.34
2002-04-09 00:00:00,1.47,0.38
2002-04-10 00:00:00,2.12,0.41
2002-04-11 00:00:00,1.75,0.43
2002-04-13 00:00:00,0.16,0.4
2002-04-14 00:00:00,2.5,0.39
2002-04-15 00:00:00,13.39,0.54
2002-04-16 00:00:00,4.17,0.56
2002-04-18 00:00:00,2.43,0.52
2002-04-19 00:00:00,0.31,0.49
2002-04-20 00:00:00,0.37,0.48
2002-04-22 00:00:00,1.16,0.47
2002-04-24 00:00:00,5.04,0.45
2002-04-25 00:00:00,15.19,0.6
2002-04-27 00:00:00,11.21,0.62
2002-04-28 00:00:00,1.09,0.59
2002-04-29 00:00:00,2.66,0.56
2002-05-31 00:00:00,0.63,0.49
2002-05-02 00:00:00,0.37,0.47
2002-05-03 00:00:00,0.85,0.46
2002-05-04 00:00:00,2.08,0.5
2002-05-05 00:00:00,1.59,0.5
2002-05-06 00:00:00,3.8,0.52
2002-05-08 00:00:00,1.32,0.48
2002-05-10 00:00:00,0.5,0.45
2002-05-11 00:00:00,12.52,0.55
2002-05-12 00:00:00,1.01,0.57
2002-05-13 00:00:00,0.79,0.56
2002-05-14 00:00:00,1.1,0.55
2002-05-15 00:00:00,6.4,0.58
2002-05-17 00:00:00,0.92,0.59
2002-05-18 00:00:00,0.5,0.58
2002-05-20 00:00:00,4.74,0.59
2002-05-21 00:00:00,4.1,0.61
